Site,Wetland,Date,SiteWetland_Date,Order,Family,Genus,LowestTaxon,Quantity,Sex,Stage
NM,NM10,26July21,NM10_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,2,M,Immature
NM,NM10,26July21,NM10_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,1,F,NA
NM,NM10,26July21,NM10_26Jul21,Hemiptera,Corixidae,Corisella,Corisella,1,NA,Adult
NM,NM10,26July21,NM10_26Jul21,Hemiptera,Notonectidae,Buenoa,Buenoa,2,NA,Adult
NM,NM10,26July21,NM10_26Jul21,Hemiptera,Notonectidae,Notonectidae,Notonecta,4,NA,Nymph
NM,NM10,26July21,NM10_26Jul21,Coleoptera,Dytiscidae,Eretes,Eretes,4,NA,Larva
NM,NM10,26July21,NM10_26Jul21,Spinicaudata,Leptestheriidae,Leptestheria,Leptestheria.compleximanus,1,F,NA
NM,NM10,26July21,NM10_26Jul21,Spinicaudata,Leptestheriidae,Leptestheria,Leptestheria.compleximanus,2,M,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,8,F,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,5,M,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,5,M,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,4,M,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.mackini,48,M,Adult
NM,NM10,26July21,NM10_26Jul21,Anostraca,Anostraca,Anostraca,Anostraca,3608,F,NA
NM,NM10,26July21,NM10_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,2859,M,Immature
NM,NM5,26July21,NM5_26Jul21,Coleoptera,Dytiscidae,Thermonectus,Thermonectus,1,NA,Larva
NM,NM5,26July21,NM5_26Jul21,Hemiptera,Notonectidae,Buenoa,Buenoa,2,NA,Adult
NM,NM5,26July21,NM5_26Jul21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.californicus,3,NA,Nymph
NM,NM5,26July21,NM5_26Jul21,Hemiptera,Corixidae,Corixidae,Corixidae,7,NA,Nymph
NM,NM5,26July21,NM5_26Jul21,Notostraca,Triopsidae,Triops,Triops,3,F,NA
NM,NM5,26July21,NM5_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,34,F,NA
NM,NM5,26July21,NM5_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,34,F,NA
NM,NM5,26July21,NM5_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,23,M,NA
NM,NM5,26July21,NM5_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,651,M,Immature
NM,NM5,26July21,NM5_26Jul21,Anostraca,Anostraca,Anostraca,Anostraca,828,F,Immature
NM,NM5,26July21,NM5_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.mackini,1,M,Adult
NM,NM5,26July21,NM5_26Jul21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.dorothae,1,M,Adult
KS,KS3,8Jun21,KS3_8Jun21,Coleoptera,Dytiscidae,Thermonectus,Thermonectus,7,NA,Larva
KS,KS3,8Jun21,KS3_8Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus,1,NA,Larva
KS,KS3,8Jun21,KS3_8Jun21,Gastropoda,Planorbidae,Planorbinae,Planorbinae,1,NA,Adult
KS,KS3,8Jun21,KS3_8Jun21,Coleoptera,Hydrophilidae,Hydrophilus,Hydrophilus.triangularis,1,NA,Larva
KS,KS3,8Jun21,KS3_8Jun21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus,2,NA,Larva
KS,KS3,8Jun21,KS3_8Jun21,Diptera,Chironomidae,Chironominae,Chironominae,1,NA,Larva
KS,KS3,8Jun21,KS3_8Jun21,Hemiptera,Corixidae,Corixidae,Corixidae,4,NA,Nymph
KS,KS3,8Jun21,KS3_8Jun21,Trombidiformes,Trombidiformes,Trombidiformes,Trombidiformes,1,NA,Adult
KS,KS3,8Jun21,KS3_8Jun21,Notostraca,Triopsidae,Triops,Triops,1,F,NA
KS,KS3,8Jun21,KS3_8Jun21,Notostraca,Triopsidae,Triops,Triops,2,M,NA
KS,KS3,8Jun21,KS3_8Jun21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,1,M,NA
KS,KS3,8Jun21,KS3_8Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,8,M,Adult
KS,KS3,8Jun21,KS3_8Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,42,F,NA
KS,KS4,9Jun21,KS4_9Jun21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus,1,NA,Larva
KS,KS4,9Jun21,KS4_9Jun21,Coleoptera,Dytiscidae,Laccophilus,Laccophilus,1,NA,Larva
KS,KS4,9Jun21,KS4_9Jun21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.fluctans,2,NA,Nymph
KS,KS4,9Jun21,KS4_9Jun21,Spinicaudata,Limnadiidae,Eulimnadia,Eulimnadia,3,F,NA
KS,KS4,9Jun21,KS4_9Jun21,Spinicaudata,Cyzidae,Cyzicus,Cyzicus,1,F,NA
NM,NM6,26Jul21,NM6_26Jul21,Hemiptera,Notonectidae,Notonecta,Notonecta.unifasciata,1,NA,Adult
NM,NM6,26Jul21,NM6_26Jul21,Hemiptera,Notonectidae,Notonecta,Notonecta,1,NA,Nymph
NM,NM6,26Jul21,NM6_26Jul21,Hemiptera,Corixidae,Sigara,Sigara,1,NA,Adult
NM,NM6,26Jul21,NM6_26Jul21,Hemiptera,Corixidae,Corixidae,Corixidae,3,NA,Nymph
NM,NM6,26Jul21,NM6_26Jul21,Hemiptera,Corixidae,Corisella,Corisella,3,NA,Adult
NM,NM6,26Jul21,NM6_26Jul21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.californicus,6,NA,Nymph
NM,NM6,26Jul21,NM6_26Jul21,Diptera,Chironomidae,Chironominae,Chironominae,3,NA,Larva
NM,NM6,26Jul21,NM6_26Jul21,Diptera,Culicidae,Aedes,Aedes,1,NA,Larva
NM,NM6,26Jul21,NM6_26Jul21,Coleoptera,Dytiscidae,Thermonectus,Thermonectus,2,NA,Larva
NM,NM6,26Jul21,NM6_26Jul21,Coleoptera,Dytiscidae,Eretes,Eretes,7,NA,Larva
NM,NM6,26Jul21,NM6_26Jul21,Notostraca,Triopsidae,Triops,Triops,3,F,NA
NM,NM6,26Jul21,NM6_26Jul21,Notostraca,Triopsidae,Triops,Triops,3,F,NA
NM,NM6,26Jul21,NM6_26Jul21,Notostraca,Triopsidae,Triops,Triops,1,M,NA
NM,NM6,26Jul21,NM6_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,10,F,NA
NM,NM6,26Jul21,NM6_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,10,F,NA
NM,NM6,26Jul21,NM6_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,13,M,NA
NM,NM6,26Jul21,NM6_26Jul21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,13,M,NA
KS,KS5,9Jun21,KS5_9Jun21,Diptera,Chironomidae,Orthocladiinae,Orthocladiinae,1,NA,Larva
KS,KS5,9Jun21,KS5_9Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus,1,NA,Larva
KS,KS5,9Jun21,KS5_9Jun21,Oligochaeta,Oligochaeta,Oligochaeta,Oligochaeta,15,NA,NA
KS,KS5,9Jun21,KS5_9Jun21,Diptera,Culicidae,Aedes,Aedes,3,NA,Larva
KS,KS5,9Jun21,KS5_9Jun21,Notostraca,Triopsidae,Triops,Triops,9,F,NA
KS,KS5,9Jun21,KS5_9Jun21,Notostraca,Triopsidae,Triops,Triops,9,M,NA
KS,KS5,9Jun21,KS5_9Jun21,Notostraca,Triopsidae,Triops,Triops,9,M,NA
KS,KS5,9Jun21,KS5_9Jun21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,28,M,NA
KS,KS5,9Jun21,KS5_9Jun21,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus.platyurus,24,F,NA
KS,KS5,9Jun21,KS5_9Jun21,Spinicaudata,Cyzidae,Cyzicus,Cyzicus,1,F,NA
KS,KS5,9Jun21,KS5_9Jun21,Anostraca,Branchinectidae,Branchinecta,Branchinecta.packardi,2,M,NA
KS,KS5,9Jun21,KS5_9Jun21,Anostraca,Anostraca,Branchinecta,Branchinecta.packardi,4,F,NA
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Rhantus,Rhantus.sericans,2,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,2,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,3,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Ilybius,Ilybius,1,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Ilybius,Ilybius,4,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus,8,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Hygrotus,Hygrotus.sp2,8,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus.fraternus,1,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Haliplidae,Peltodytes,Peltodytes.edentulus,2,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Haliplidae,Haliplus,Haliplus.stagninus,1,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Notonectidae,Notonecta,Notonecta,9,NA,Nymph
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Notonectidae,Notonecta,Notonecta.sp1,1,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,2,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa,1,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Corixidae,Sigara,Sigara,27,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Hemiptera,Corixidae,Corixidae,Corixidae,318,NA,Nymph
ND,ND4,16Jun21,ND4_16Jun21,Gastropoda,Lymnaeidae,Lymnaea,Lymnaea,94,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Odonata,Libellulidae,Sympetrum,Sympetrum.semicinctum,6,NA,Nymph
ND,ND4,16Jun21,ND4_16Jun21,Odonata,Lestidae,Lestes,Lestes,7,NA,Nymph
ND,ND4,16Jun21,ND4_16Jun21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.floridanus,29,NA,Nymph
ND,ND4,16Jun21,ND4_16Jun21,Coleoptera,Dytiscidae,Laccophilus,Laccophilus,1,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Stratiomyidae,Stratiomys,Stratiomys,2,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Chironomidae,Chironominae,Chironominae,179,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Chironomidae,Tanypodinae,Tanypodinae,108,NA,Larva
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Chironomidae,Chironomidae,Chironomidae,34,NA,Pupa
ND,ND4,16Jun21,ND4_16Jun21,Oligochaeta,Oligochaeta,Oligochaeta,Oligochaeta,21,NA,NA
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Chaoboridae,Chaoborus,Chaoborus,3,NA,Pupa
ND,ND4,16Jun21,ND4_16Jun21,Diptera,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,1,NA,Pupa
ND,ND4,16Jun21,ND4_16Jun21,Trombidiformes,Trombidiformes,Trombidiformes,Trombidiformes,11,NA,Adult
ND,ND4,16Jun21,ND4_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,10,F,NA
ND,ND4,16Jun21,ND4_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,4,M,Adult
ND,ND4,16Jun21,ND4_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,634,F,NA
ND,ND4,16Jun21,ND4_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,395,M,Adult
TX,HQ,27May21,TXHQ_27May21,Spinicaudata,Limnadiidae,Eulimnadia,Eulimnadia,382,F,NA
TX,HQ,27May21,TXHQ_27May21,Spinicaudata,Limnadiidae,Eulimnadia,Eulimnadia,204,F,NA
TX,HQ,27May21,TXHQ_27May21,Spinicaudata,Limnadiidae,Eulimnadia,Eulimnadia,18,M,NA
TX,HQ,27May21,TXHQ_27May21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,7,F,Adult
TX,HQ,27May21,TXHQ_27May21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,1,M,Adult
TX,HQ,27May21,TXHQ_27May21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.pictus,5,NA,Nymph
TX,HQ,27May21,TXHQ_27May21,Diptera,Chironomidae,Chironominae,Chironominae,2,NA,Larva
TX,HQ,27May21,TXHQ_27May21,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,2,NA,Adult
TX,HQ,27May21,TXHQ_27May21,Notostraca,Triopsidae,Triops,Triops,20,F,NA
TX,HQ,27May21,TXHQ_27May21,Notostraca,Triopsidae,Triops,Triops,24,M,NA
TX,HQ,27May21,TXHQ_27May21,Coleoptera,Dytiscidae,Thermonectus,Thermonectus,10,NA,Larva
TX,HQ,27May21,TXHQ_27May21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus,2,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Gastropoda,Physidae,Aplexa,Aplexa.elongata,1,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Gastropoda,Lymnaeidae,Lymnaea,Lymnaea,67,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,4,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Graphoderus,Graphoderus,8,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Laccophilus,Laccophilus,4,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Hygrotus,Hygrotus.sp2,4,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Hygrotus,Hygrotus.sp1,6,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Haliplidae,Peltodytes,Peltodytes.edentulus,2,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Haliplidae,Haliplus,Haliplus.stagninus,8,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Haliplidae,Haliplus,Haliplus.stagninus,1,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Hydrophilidae,Hydrophilus,Hydrophilus.triangularis,1,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Gyrinidae,Gyrinus,Gyrinus,1,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus.obscurellus,8,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus.obscurellus,8,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Hemiptera,Notonectidae,Notonecta,Notonecta,11,NA,Nymph
ND,ND3,15Jun21,ND3_15Jun21,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,5,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Hemiptera,Corixidae,Sigara,Sigara,13,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Hemiptera,Corixidae,Corixidae,Corixidae,306,NA,Nymph
ND,ND3,15Jun21,ND3_15Jun21,Hirudinea,Hirudinea,Hirudinea,Hirudinea,2,NA,NA
ND,ND3,15Jun21,ND3_15Jun21,Bivalvia,Pisidiidae,Pisidiidae,Pisidiidae,1,NA,NA
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Hydrophilidae,Enochrus,Enochrus,3,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Odonata,Lestidae,Lestes,Lestes,3,NA,Nymph
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Stratiomyidae,Stratiomys,Stratiomys,4,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.floridanus,7,NA,Nymph
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Chaoboridae,Chaoborus,Chaoborus,116,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Oligochaeta,Oligochaeta,Oligochaeta,Oligochaeta,25,NA,NA
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Ceratopogonidae,Bezzia.Probezzia,Bezzia.Probezzia,17,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Ceratopogonidae,Ceratopogonidae,Ceratopogonidae,5,NA,Pupa
ND,ND3,15Jun21,ND3_15Jun21,Odonata,Aeshnidae,Aeshnidae,Aeshnidae,1,NA,Nymph
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Chironomidae,Chironominae,Chironominae,76,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Chironomidae,Chironomidae,Chironomidae,12,NA,Pupa
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Chironomidae,Orthocladiinae,Orthocladiinae,12,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Collembola,Collembola,Collembola,Collembola,1,NA,NA
ND,ND3,15Jun21,ND3_15Jun21,Diptera,Chironomidae,Tanypodinae,Tanypodinae,26,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus,1,NA,Larva
ND,ND3,15Jun21,ND3_15Jun21,Trombidiformes,Trombidiformes,Trombidiformes,Trombidiformes,52,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Gastropoda,Planorbidae,Planorbinae,Planorbinae,35,NA,Adult
ND,ND3,15Jun21,ND3_15Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,9,M,Adult
ND,ND3,15Jun21,ND3_15Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,100,M,Adult
ND,ND3,15Jun21,ND3_15Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,246,F,NA
ND,ND3,15Jun21,ND3_15Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,2,F,NA
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Syrphidae,Syrphidae,Syrphidae,3,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus.obscurellus,2,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus.obscurellus,6,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Ceratopogonidae,Bezzia.Probezzia,Bezzia.Probezzia,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Graphoderus,Graphoderus.occidentalis,2,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Graphoderus,Graphoderus,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Hemiptera,Corixidae,Sigara,Sigara,3,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Hemiptera,Corixidae,Corixidae,Corixidae,3,NA,Nymph
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Laccophilus,Laccophilus.maculosus,1,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,3,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Dytiscidae,Ilybius,Ilybius,2,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Culicidae,Aedes,Aedes,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.floridanus,1,NA,Nymph
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Psychodidae,Pericomaini,Pericomaini,2,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Psychodidae,Pericomaini,Pericomaini,2,NA,Pupa
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Chironomidae,Orthocladiinae,Orthocladiinae,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Chironomidae,Tanypodinae,Tanypodinae,2,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Diptera,Chironomidae,Chironominae,Chironominae,20,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Gastropoda,Lymnaeidae,Lymnaea,Lymnaea,63,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus,1,NA,Larva
ND,ND1,11Jun21,ND1_11Jun21,Gastropoda,Physidae,Aplexa,Aplexa.elongata,16,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Gastropoda,Planorbidae,Planorbinae,Planorbinae,1,NA,Adult
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,21,F,NA
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,30,M,Adult
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,33,M,Adult
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,1,M,Adult
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,4,F,NA
ND,ND1,11Jun21,ND1_11Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,2,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,23,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,22,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.texanus,13,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,27,F,NA
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,27,F,NA
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,27,F,NA
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,27,F,NA
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus,3,F,NA
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,3,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,5,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Dytiscidae,Coptotomus,Coptotomus.longulus,10,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus,9,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus.lateralis,2,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus,9,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Hydrophilidae,Berosus,Berosus.fraternus,19,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Hydrophilidae,Enochrus,Enochrus.hamiltoni,8,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Dytiscidae,Laccophilus,Laccophilus,1,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Haliplidae,Haliplus,Haliplus.stagninus,1,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Dytiscidae,Liodessus,Liodessus,13,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Coleoptera,Dytiscidae,Hygrotus,Hygrotus.sp2,22,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus.coloradensis,1,M,Adult
ND,ND5,16Jun21,ND5_16Jun21,Gastropoda,Lymnaeidae,Lymnaea,Lymnaea,219,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Gastropoda,Lymnaeidae,Lymnaea,Lymnaea,132,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Gastropoda,Physidae,Aplexa,Aplexa.elongata,1,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Gastropoda,Planorbidae,Planorbinae,Planorbinae,3,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Odonata,Lestidae,Lestes,Lestes,10,NA,Nymph
ND,ND5,16Jun21,ND5_16Jun21,Diptera,Chaoboridae,Chaoborus,Chaoborus,31,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Diptera,Chaoboridae,Chaoborus,Chaoborus,1,NA,Pupa
ND,ND5,16Jun21,ND5_16Jun21,Ephemeroptera,Baetidae,Callibaetis,Callibaetis.floridanus,26,NA,Nymph
ND,ND5,16Jun21,ND5_16Jun21,Odonata,Libellulidae,Sympetrum,Sympetrum.internum,3,NA,Nymph
ND,ND5,16Jun21,ND5_16Jun21,Hemiptera,Corixidae,Trichocorixa,Trichocorixa,1,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Hemiptera,Corixidae,Sigara,Sigara,40,NA,Adult
ND,ND5,16Jun21,ND5_16Jun21,Hemiptera,Corixidae,Corixidae,Corixidae,188,NA,Nymph
ND,ND5,16Jun21,ND5_16Jun21,Diptera,Chironomidae,Chironominae,Chironominae,252,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Diptera,Chironomidae,Orthocladiinae,Orthocladiinae,10,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Diptera,Chironomidae,Tanypodinae,Tanypodinae,69,NA,Larva
ND,ND5,16Jun21,ND5_16Jun21,Hemiptera,Notonectidae,Notonecta,Notonecta,9,NA,Nymph
ND,ND5,16Jun21,ND5_16Jun21,Trombidiformes,Trombidiformes,Trombidiformes,Trombidiformes,83,NA,Adult
